"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","kzie73","Visa Cash App Racing Bulls","1","2","1:18,245","44:02,117","25","Spieler:in"
"2","mosewhat","Mercedes-AMG Petronas","7","2","1:19,155","+5,099","18","Spieler:in"
"3","Schimpalla","KICK Sauber","4","2","1:18,807","+5,421","15","Spieler:in"
"4","Tobi","Red Bull","2","2","1:18,882","+6,573","12","Spieler:in"
"5","Lewa1305","Alpine","3","2","1:18,479","+10,642","10","Spieler:in"
"6","Marcolinski19","Aston Martin","10","3","1:19,554","+12,386","8","Spieler:in"
"7","BG10126","Visa Cash App Racing Bulls","6","2","1:19,356","+12,728","6","Spieler:in"
"8","HewisLamilton64","Mercedes-AMG Petronas","18","2","1:19,746","+16,159","4","Spieler:in"
"9","Enderbit","McLaren","15","3","1:19,404","+16,661","2","Spieler:in"
"10","Rene-Zangelder","Williams","19","2","1:20,229","+16,955","1","Spieler:in"
"11","SFRT_cfc_1990","KICK Sauber","9","2","1:18,952","+24,308","0","Spieler:in"
"12","F1Alonso14","Haas","17","2","1:20,780","+30,743","0","Spieler:in"
"13","Silva","McLaren","5","3","1:17,970","+37,906","0","Spieler:in"
"14","snesHDenes","Haas","14","4","1:19,223","+ 1 Runde","0","Spieler:in"
"15","UnleasTheLionRB","Red Bull","13","3","1:21,197","DNF","0","Spieler:in"
"16","I-I‑BanKsy10‑I","Alpine","11","1","1:20,752","DNF","0","Spieler:in"
"17","MagicBosna_","Aston Martin","8","3","1:24,912","DNF","0","Spieler:in"
"18","Destroyer","Williams","12","2","1:35,308","DNF","0","Spieler:in"
"19","Pauli-Mauli_HD","Scuderia Ferrari HP","20","1","1:33,960","DNF","0","Spieler:in"
"20","Terminator921","Scuderia Ferrari HP","16","0","--:--,---","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"2,577","1","Spieler:in","Scuderia Ferrari HP","Fehlstart","Durchfahren"
"2,577","1","Spieler:in","Scuderia Ferrari HP","Fehlstart","Ungültige Rundenzeit"
"14,738","1","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"15,785","1","snesHDenes","Haas","Kollision mit I‑BanKsy10‑I","Warnung"
"18,942","1","Spieler:in","McLaren","Kollision mit Spieler:in","Warnung"
"19,037","1","Spieler:in","McLaren","Kollision mit Spieler:in","Warnung"
"32,839","1","Spieler:in","Aston Martin","Kollision mit Spieler:in","Warnung"
"43,250","1","Spieler:in","Aston Martin","Kollision mit Spieler:in","Warnung"
"52,325","1","Spieler:in","Aston Martin","Kollision mit HewisLamilton64","Warnung"
"52,339","1","HewisLamilton64","Mercedes-AMG Petronas","Kollision mit MagicBosna_","Warnung"
"1:48,537","2","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"2:06,899","2","Spieler:in","Aston Martin","Kurve abgekürzt","Warnung"
"2:36,997","2","Spieler:in","Scuderia Ferrari HP","Totalschaden","DNF"
"5:19,051","4","Spieler:in","Red Bull","Kurve abgekürzt","Warnung"
"7:06,027","5","Spieler:in","Aston Martin","Kurve abgekürzt","Warnung"
"7:35,634","5","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"7:47,904","5","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"8:09,151","5","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"9:01,933","6","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"9:02,548","6","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"9:02,719","6","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"9:11,695","6","Spieler:in","Scuderia Ferrari HP","Weiße Linie an der Boxengassenausfahrt überfahren","Warnung"
"9:31,257","6","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"10:50,433","7","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"10:57,582","7","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"11:37,420","8","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"11:42,228","7","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"12:21,559","8","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"12:25,233","8","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"12:29,277","8","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"12:29,286","8","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"12:35,070","8","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"13:27,610","9","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"13:44,524","9","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"14:05,936","9","Spieler:in","Scuderia Ferrari HP","Totalschaden","DNF"
"14:24,096","9","snesHDenes","Haas","Rasen während VSC-Phase","Durchfahren"
"15:09,872","10","snesHDenes","Haas","Rasen während VSC-Phase","Durchfahren"
"15:23,474","10","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"15:23,492","10","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"15:43,518","10","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"16:09,290","10","Spieler:in","Williams","Weiße Linie an der Boxengassenausfahrt überfahren","Warnung"
"17:25,621","11","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"17:25,628","11","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"18:43,543","11","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"18:43,589","12","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"21:12,595","14","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"21:12,612","14","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"21:33,739","14","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"23:30,622","15","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"23:50,462","16","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"23:54,438","16","Spieler:in","Haas","Kurve abgekürzt","Warnung"
"24:25,674","15","Spieler:in","Aston Martin","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"25:34,098","17","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"25:37,165","17","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"25:56,501","17","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"25:56,518","17","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"26:57,442","18","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:15,611","18","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:17,127","18","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:17,144","18","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"28:06,536","19","Spieler:in","McLaren","Kurve abgekürzt","Warnung"
"28:15,318","19","Spieler:in","Alpine","Totalschaden","DNF"
"28:54,179","19","Spieler:in","KICK Sauber","Rasen während der Safety-Car-Phase","Durchfahren"
"31:23,103","20","snesHDenes","Haas","Schwere Kollision mit Spieler:in","10 Sekunden Zeitstrafe"
"34:21,565","22","Spieler:in","Red Bull","Schwere Kollision mit Spieler:in","10 Sekunden Zeitstrafe"
"35:38,388","23","Spieler:in","Williams","Kollision mit Spieler:in","Warnung"
"35:43,517","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"35:43,772","23","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"36:42,382","24","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"36:42,404","24","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"37:25,418","24","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"37:25,433","24","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"39:33,862","26","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"39:53,447","26","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"40:49,985","27","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"40:57,933","27","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"43:26,392","29","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"43:26,410","29","HewisLamilton64","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
